CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-06-0085-46,01-106,CIUDAD CAPITAL,ZONA 6,LICEO DE CIENCIAS TÉCNICAS,1RA. CALLE 13-59,22881033,CESAR ARNOLDO MARTINEZ GARCIA,CARLOS HUMBERTO BARRIOS LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-06-0087-46,01-403,CIUDAD CAPITAL,ZONA 6,COLEGIO CLÁSICO GUATEMALTECO,15 AVENIDA 7-61,23099266,CARLOS HUMBERTO GONZALEZ DE LEON,RONY ARTURO CHINCHILLA CRISTALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-06-0089-46,01-101,CIUDAD CAPITAL,ZONA 6,INSTITUTO DE EDUCACIÓN BÁSICA POR MADUREZ Y BACHILLERATO EN CC. LL. POR MADUREZ ADSC. POLICIA NACIONAL CIVIL,15 CALLE 16-00,33670465,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,MAGDA RAQUEL RECINOS BARAHONA DE PÉREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-06-0091-46,01-403,CIUDAD CAPITAL,ZONA 6,LICEO TECNOLÓGICO GUATEMALTECO,"15 AVENIDA ""B"" 10-23",22703356,CARLOS HUMBERTO GONZALEZ DE LEON,SARA LISETH ARIAS MIJANGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
00-06-0526-46,01-102,CIUDAD CAPITAL,ZONA 6,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""ROMULO GALLEGOS FREIRE""",15 CALLE Y 13 AVENIDA,22894358,ZIZI ARELY LOPEZ CHINCHILLA,DIANA BEATRIZ ORIZABAL ARAUJO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-0527-46,01-102,CIUDAD CAPITAL,ZONA 6,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'DR. RODOLFO ROBLES',1A CALLE 12-71,22885288,ZIZI ARELY LOPEZ CHINCHILLA,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-3071-46,01-102,CIUDAD CAPITAL,ZONA 6,"""LICEO DE COMPUTACIÓN C.S.S, ZONA 6""",CALLE MARTI 14-49,22882093,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-3097-46,01-101,CIUDAD CAPITAL,ZONA 6,ACADEMIA DE LA POLICIA NACIONAL,"15 CALLE 16-00, COLONIA CIPRESALES ZONA 6",22563642,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-4201-46,01-101,CIUDAD CAPITAL,ZONA 6,LICEO DE CIENCIAS TECNICAS,1A. CALLE 13-59,22881033,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,CARLOS HUMBERTO BARRIOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-4365-46,01-102,CIUDAD CAPITAL,ZONA 6,LICEO DE CIENCIAS TECNICAS,1A. CALLE 13-59,22881033,ZIZI ARELY LOPEZ CHINCHILLA,MIRIAM MENDEZ VASQUEZ DE CARIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-4407-46,01-407,CIUDAD CAPITAL,ZONA 6,LICEO DE CIENCIAS TECNICAS,1A CALLE 13-59,22881033,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-4731-46,01-102,CIUDAD CAPITAL,ZONA 6,INSTITUTO MIXTO DR. RODOLFO ROBLES,1A. CALLE 12-71,22885288,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7241-46,01-101,CIUDAD CAPITAL,ZONA 6,"CENTRO ESTUDIANTIL FENIX ""CEF""",1A. CALLE A 22-52 COLONIA LOS ANGELES,22545281,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,ANGELICA BECILIA PACHECO MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7248-46,,CIUDAD CAPITAL,ZONA 6,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION (CFPC),28 CALLE 15-08 COLONIA EL MOLINO,22891784,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7570-46,01-102,CIUDAD CAPITAL,ZONA 6,"COLEGIO PRIVADO ""TERESA DE AVILA""",15 AV. 5-45,22880382,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7602-46,01-,CIUDAD CAPITAL,ZONA 6,COLEGIO MIXTO DE INFORMATICA Y DESARROLLO HUMANO PRINCIPAL MARIA (POR MADUREZ),17AV. A 25-14 PROYECTO 4-3,28920912,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO,GUATEMALA NORTE
00-06-7767-46,,CIUDAD CAPITAL,ZONA 6,CENTRO DE COMPUTACION IMB-PC NO. 2,11 AVENIDA 5-16 MARTINICO,22540051,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7816-46,01-102,CIUDAD CAPITAL,ZONA 6,COLEGIO MIXTO CIPRESALES,15AV. C 15-15,22882123,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7858-46,01-101,CIUDAD CAPITAL,ZONA 6,LICEO EN COMPUTACION 2000,3A. CALLE 16-29,22067425,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7859-46,01-101,CIUDAD CAPITAL,ZONA 6,LICEO EN COMPUTACION 2000,3A. CALLE 16-29,22545836,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-7958-46,01-402,CIUDAD CAPITAL,ZONA 6,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION (C.F.P.C),"28 CALLE 15-08, COLONIA EL MOLINO",22891784,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-8438-46,01-101,CIUDAD CAPITAL,ZONA 6,INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLERATO EN CC.LL POR MADUREZ ADSC. POLICIA NACIONAL CIVIL,21AV 12-17,24299965,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,MAGDA RAQUEL RECINOS BARAHONA DE PÉREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-06-8459-46,01-407,CIUDAD CAPITAL,ZONA 6,CENTRO DE COMPUTACION IMB-PC NO.2,11 AVENIDA 5-16,22791315-16,CARLOS HUMBERTO GONZALEZ DE LEON,----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-06-9125-46,01-101,CIUDAD CAPITAL,ZONA 6,ESCUELA EXPERIMENTAL CON ORIENTACION OCUPACIONAL VILLA DE LOS NIÑOS ZONA 6,16AV. FINAL PROYECTO 4-4 COLONIA LOS CIPRESALES,22543139,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,JULIO BENJAMIN HERNANDEZ DIEGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-06-9347-46,01-403,CIUDAD CAPITAL,ZONA 6,"""LICEO DE COMPUTACIÓN C.S.S, ZONA 6""",CALLE MARTI 14-49,22882093,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-06-9564-46,01-106,CIUDAD CAPITAL,ZONA 6,LICEO NAVARRA SOCIEDAD ANONIMA,"2A. CALLE LOTE 46, COLONIA SANTA ISABEL",22868990,CESAR ARNOLDO MARTINEZ GARCIA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-06-9571-46,01-102,CIUDAD CAPITAL,ZONA 6,"""LICEO DE COMPUTACIÓN C.S.S, ZONA 6""",CALLE MARTI 14-49,22882093,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-06-9626-46,01-101,CIUDAD CAPITAL,ZONA 6,LICEO FRONESIS,2A. CALLE 'A' 19-27,22884796,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-9627-46,01-102,CIUDAD CAPITAL,ZONA 6,LICEO FRONESIS,2A. CALLE 'A' 19-27,22884796,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-9629-46,01-407,CIUDAD CAPITAL,ZONA 6,LICEO FRONESIS,2A. CALLE 'A' 19-27,22884796,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-06-9630-46,01-407,CIUDAD CAPITAL,ZONA 6,LICEO FRONESIS,2A. CALLE A 19-27 ZONA 6,22884796,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-06-9714-46,01-403,CIUDAD CAPITAL,ZONA 6,LICEO EN COMPUTACION 2000,3A. CALLE 16-29,22545836,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-06-9795-46,99-001,CIUDAD CAPITAL,ZONA 6,INSTITUTO NACIONAL DIVERSIFICADO VESPERTINO ENRIQUE GOMEZ CARRILLO CON ORIENTACION COMERCIAL,15 CALLE Y 13 AVENIDA,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,----------,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-9796-46,99-001,CIUDAD CAPITAL,ZONA 6,INSTITUTO NACIONAL DIVERSIFICADO VESPERTINO ROMULO GALLEGOS FREIRE CON ORIENTACION COMERCIAL,13 AVENIDA Y 15 CALLE FINAL,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,----------------,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-06-9809-46,01-102,CIUDAD CAPITAL,ZONA 6,INSTITUTO MIXTO PRIVADO 'JOSE ERNESTO MONZON',21 AVENIDA 15-42,22894824-22881328,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-07-0002-46,01-623,CIUDAD CAPITAL,ZONA 7,COLEGIO BILINGUE DE COMPUTACION C.B.C,38 AVENIDA 4-55 COLONIA LA FLORESTA,24312167,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,DELIA RAMÍREZ FARFÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0004-46,01-101,CIUDAD CAPITAL,ZONA 7,LICEO TECNICO COMERCIAL MIRAMUNDO,"4A. AVENIDA 0-24, COLONIA LANDIVAR",,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,MARIO GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0007-46,01-623,CIUDAD CAPITAL,ZONA 7,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,38 CALLE 33-20 ZONA 7 COLONIA EL AMPARO,50189731,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,EVELYN YOMARA CHOJOLAN ORTIZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0010-46,01-639,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD -INTECAP-,"14 CALLE 31-30 COLONIA ""CIUDAD DE PLATA II""",23200000,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0016-46,01-407,CIUDAD CAPITAL,ZONA 7,INSTITUTO SAN JUAN DE LA CRUZ,"34 AVENIDA Y 38 CALLE ""C"", FINAL, EL AMPARO",24353249,CARLOS HUMBERTO GONZALEZ DE LEON,EVELYN LUCRECIA LEZANA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0022-46,01-407,CIUDAD CAPITAL,ZONA 7,INSTITUTO SAN JUAN DE LA CRUZ,"34 AVENIDA Y 38 CALLE ""C"", FINAL, EL AMPARO",24353249,CARLOS HUMBERTO GONZALEZ DE LEON,EVELYN LUCRECIA LEZANA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0026-46,01-623,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO LOS SAUCES,"31 AVENIDA 14-26, COLONIA CIUDAD DE PLATA II",24738983,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,AGUSTIN SENCION ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0029-46,01-623,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO LOS SAUCES,"31 AVENIDA 14-26, COLONIA CIUDAD DE PLATA II",24738983,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,AGUSTIN SENCION ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0030-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO CENTROAMERICANO EL MAESTRO AMIGO,"CALZADA ROOSEVELT, 2-34",24751249,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SERGIO MEJIA AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0031-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO DE INFORMATICA IMB-PC NO. 1,CALZADA SAN JUAN 31-97 Y 32 AVENIDA 4-04,23025400,JUAN WALDEMAR CABRERA MENDEZ,KETTY ALBERTINA OSORIO RIVAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0033-46,01-318,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO MARIA DE FATIMA,37 AVENIDA 2-64,24394552,LESLIE AZUCENA MONZON TECUN,SONIA HAYDEE CRISTIANI ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0036-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO TECNICO LABORAL KINAL,"6A. AVENIDA 13-54, COLONIA LANDIVAR",23877600,JUAN WALDEMAR CABRERA MENDEZ,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0038-46,01-406,CIUDAD CAPITAL,ZONA 7,COLEGIO GUATEMALTECO DE INFORMATICA,"9A. CALLE 03-57, COLONIA QUINTA SAMAYOA",24738890,MIGUEL ALVARO RODRIGUEZ PORTILLO,HILDA LUCY VILLATORO FLORES DE HERRERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0039-46,01-623,CIUDAD CAPITAL,ZONA 7,ESCUELA EXPERIMENTAL DE APLICACIONES MIRON MUÑOZ FE Y ALEGRIA NO. 40,"32 AVENIDA ""B"" 38-01 COLONIA EL AMPARO II",24319988,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,CANDICE MARIA HERNANDEZ LUNA DE TREJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0040-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO DURUELO,"38 CALLE ""C"" FINAL 34-31 COLONIA EL AMPARO I",24362913,JUAN WALDEMAR CABRERA MENDEZ,EMMA LUCRECIA PEREZ CHAMALE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0042-46,01-639,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO EN COMPUTACION ROTTERDAM,31 AVENIDA 14-12 CIUDAD PLATA II,24738493,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,MARIA DEL CARMEN LOPEZ BENAVENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0054-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO TECNICO EN COMPUTACION SAN JUAN,9A CALLE 8-63 Y 8-67 CLONIA QUINTA SAMAYOA,24754329,JUAN WALDEMAR CABRERA MENDEZ,JESSICA ALEJANDRA VEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0055-46,01-604,CIUDAD CAPITAL,ZONA 7,LICEO TECNOLOGICO ANDRE AMPERE,37 AVENIDA 2-29 VILLA DEL PEDREGAL,24396679,EMORA EMPERATRIZ CRUZ DE FUENTES,AXEL ROMEO CALDERON ROJAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0056-46,01-604,CIUDAD CAPITAL,ZONA 7,LICEO TECNOLOGICO ANDRE AMPERE,37 AVENIDA 2-29 VILLA DEL PEDREGAL,24396679,EMORA EMPERATRIZ CRUZ DE FUENTES,AXEL ROMEO CALDERON ROJAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0061-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO EN COMPUTACION SAN JUAN,"CALZADA SAN JUAN 39-45, COLONIA EL RODEO",24314037,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,DORA GRACIELA VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0063-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO EN COMPUTACION SAN JUAN,"CALZADA SAN JUAN 39-45, COLONIA EL RODEO",24313047,JUAN WALDEMAR CABRERA MENDEZ,DORA GRACIELA VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0072-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ESTUDIOS DIVERSIFICADOS SAN JUAN,31 AV 35-30 COLONIA TIKAL 1,24740582,JUAN WALDEMAR CABRERA MENDEZ,ORFANIA ALVAREZ PERDOMO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0076-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ESTUDIOS DIVERSIFICADOS SAN JUAN,31 AV. 35-30 COLONIA TIKAL 1,24740582,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,ORFANIA ALVAREZ PERDOMO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0077-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ESTUDIOS DIVERSIFICADOS SAN JUAN,31 AV. 35-30 COLONIA TIKAL 1,24740582,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,ORFANIA ALVAREZ PERDOMO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0080-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47 ZONA 7,24392574,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,MARITZA ESTELA JUAREZ DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0084-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,CALZADA SAN JUAN 32-37,24392574,JUAN WALDEMAR CABRERA MENDEZ,MARITZA ESTELA JUAREZ RUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0085-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO I.TE.D. II,CALZADA SAN JUAN 32-37 ZONA 7,24392574,JUAN WALDEMAR CABRERA MENDEZ,MARITZA ESTELA JUAREZ RUIZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0086-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO EN COMPUTACION SAN JUAN,CALZDA SAN JUAN 39-45 COLONIA EL RODEO,24314037,JUAN WALDEMAR CABRERA MENDEZ,DORA GRACIELA VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0087-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO EN COMPUTACION SAN JUAN,CALZADA SAN JUAN 39-45 COLONIA EL RODEO,24314037,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,DORA GRACIELA VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0092-46,01-619,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S.,CALZADA SAN JUAN 38-83,24314311,JUAN WALDEMAR CABRERA MENDEZ,SANDRA PATRICIA RAXÓN MAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0093-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,MARIA PAVLOVA JUAREZ VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-0095-46,01-617,CIUDAD CAPITAL,ZONA 7,"COLEGIO ""SUBLIME GRACIA""",8A. CALLE 28-96 KAMINAL JUYU I,56074104,MARIA DEL ROSARIO VARGAS SANDOVAL,ZOILA ARGENTINA CONDE OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
